date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-08,CTRU,ACCENTURE PLC-CL A,ACN,G1151C101,534,182505.18,1.04
2022-04-08,CTRU,ACUSHNET HOLDINGS CORP,GOLF,005098108,4458,181618.92,1.03
2022-04-08,CTRU,BRUKER CORP,BRKR,116794108,2768,180888.80,1.03
2022-04-08,CTRU,MERCURY SYSTEMS INC,MRCY,589378108,2789,180922.43,1.03
2022-04-08,CTRU,SONOCO PRODUCTS CO,SON,835495102,2878,181026.20,1.03
2022-04-08,CTRU,ADOBE INC,ADBE,00724F101,394,178371.68,1.02
2022-04-08,CTRU,CDW CORP/DE,CDW,12514G108,1007,178561.24,1.02
2022-04-08,CTRU,JD.COM INC-ADR,JD,47215P106,3123,178323.30,1.02
2022-04-08,CTRU,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,611,179004.67,1.02
2022-04-08,CTRU,APPLE INC,AAPL,037833100,1029,177132.06,1.01
2022-04-08,CTRU,BRADY CORPORATION - CL A,BRC,104674106,3892,177436.28,1.01
2022-04-08,CTRU,CANADIAN SOLAR INC,CSIQ,136635109,5114,176433.00,1.01
2022-04-08,CTRU,OMNICELL INC,OMCL,68213N109,1404,177367.32,1.01
2022-04-08,CTRU,ROCKET LAB USA INC,RKLB,773122106,22461,178115.73,1.01
2022-04-08,CTRU,SYNOPSYS INC,SNPS,871607107,544,177545.28,1.01
2022-04-08,CTRU,TWIST BIOSCIENCE CORP,TWST,90184D100,3685,177985.50,1.01
2022-04-08,CTRU,VF CORP,VFC,918204108,3155,177027.05,1.01
2022-04-08,CTRU,ALLEGION PLC,ALLE,G0176J109,1632,176990.40,1.01
2022-04-08,CTRU,BUCKLE INC/THE,BKE,118440106,5455,175214.60,1.00
2022-04-08,CTRU,CORSAIR GAMING INC,CRSR,22041X102,8483,176276.74,1.00
2022-04-08,CTRU,DROPBOX INC-CLASS A,DBX,26210C104,7730,175239.10,1.00
2022-04-08,CTRU,STEVEN MADDEN LTD,SHOO,556269108,4653,174720.15,1.00
2022-04-08,CTRU,SPECTRUM BRANDS HOLDINGS INC,SPB,84790A105,2021,174715.45,1.00
2022-04-08,CTRU,WORKDAY INC-CLASS A,WDAY,98138H101,756,176337.00,1.00
2022-04-08,CTRU,GARMIN LTD,GRMN,H2906T109,1514,174639.90,1.00
2022-04-08,CTRU,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,1062,175633.56,1.00
2022-04-08,CTRU,ADYEN NV-UNSPON ADR,ADYEY,00783V104,9119,173169.81,0.99
2022-04-08,CTRU,AMAZON.COM INC,AMZN,023135106,55,173562.95,0.99
2022-04-08,CTRU,AUTOLIV INC,ALV,052800109,2367,174353.22,0.99
2022-04-08,CTRU,AXON ENTERPRISE INC,AXON,05464C101,1306,173423.74,0.99
2022-04-08,CTRU,KLA CORP,KLAC,482480100,491,173362.28,0.99
2022-04-08,CTRU,NETFLIX INC,NFLX,64110L106,482,174556.30,0.99
2022-04-08,CTRU,RAPID7 INC,RPD,753422104,1613,173220.07,0.99
2022-04-08,CTRU,AUTODESK INC,ADSK,052769106,838,171597.26,0.98
2022-04-08,CTRU,CRH PLC-SPONSORED ADR,CRH,12626K203,4499,172761.60,0.98
2022-04-08,CTRU,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,793,172104.79,0.98
2022-04-08,CTRU,DOCUSIGN INC,DOCU,256163106,1669,171439.68,0.98
2022-04-08,CTRU,MAGNA INTERNATIONAL INC,MGA,559222401,2816,172677.12,0.98
2022-04-08,CTRU,NUTANIX INC - A,NTNX,67059N108,6666,172582.74,0.98
2022-04-08,CTRU,QUALYS INC,QLYS,74758T303,1253,172362.68,0.98
2022-04-08,CTRU,SONY GROUP CORP - SP ADR,SONY,835699307,1758,172635.60,0.98
2022-04-08,CTRU,SONOS INC,SONO,83570H108,6400,171392.00,0.98
2022-04-08,CTRU,TELADOC HEALTH INC,TDOC,87918A105,2496,171699.84,0.98
2022-04-08,CTRU,TRIPADVISOR INC,TRIP,896945201,6669,171393.30,0.98
2022-04-08,CTRU,CANADA GOOSE HOLDINGS INC,GOOS,135086106,6765,169869.15,0.97
2022-04-08,CTRU,DYNATRACE INC,DT,268150109,3810,169659.30,0.97
2022-04-08,CTRU,HUBSPOT INC,HUBS,443573100,374,170128.86,0.97
2022-04-08,CTRU,NETAPP INC,NTAP,64110D104,2152,169599.12,0.97
2022-04-08,CTRU,SHOPIFY INC - CLASS A,SHOP,82509L107,264,170008.08,0.97
2022-04-08,CTRU,SPLUNK INC,SPLK,848637104,1245,169469.40,0.97
2022-04-08,CTRU,PAGERDUTY INC,PD,69553P100,5236,167918.52,0.96
2022-04-08,CTRU,ROKU INC,ROKU,77543R102,1438,168490.46,0.96
2022-04-08,CTRU,SNOWFLAKE INC-CLASS A,SNOW,833445109,785,167895.80,0.96
2022-04-08,CTRU,SPROUT SOCIAL INC - CLASS A,SPT,85209W109,2225,167898.50,0.96
2022-04-08,CTRU,TERADYNE INC,TER,880770102,1519,169246.98,0.96
2022-04-08,CTRU,TWILIO INC - A,TWLO,90138F102,1099,167685.42,0.96
2022-04-08,CTRU,GLOBANT SA,GLOB,L44385109,688,167810.08,0.96
2022-04-08,CTRU,ASML HOLDING NV-NY REG SHS,ASML,N07059210,270,168831.00,0.96
2022-04-08,CTRU,IPG PHOTONICS CORP,IPGP,44980X109,1646,166311.84,0.95
2022-04-08,CTRU,OWENS & MINOR INC,OMI,690732102,4041,167297.40,0.95
2022-04-08,CTRU,PVH CORP,PVH,693656100,2335,167139.30,0.95
2022-04-08,CTRU,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,1184,167405.76,0.95
2022-04-08,CTRU,SKYWORKS SOLUTIONS INC,SWKS,83088M102,1344,165392.64,0.94
2022-04-08,CTRU,STARBUCKS CORP,SBUX,855244109,1977,164328.24,0.94
2022-04-08,CTRU,BEYOND MEAT INC,BYND,08862E109,3734,164071.96,0.93
2022-04-08,CTRU,DATADOG INC - CLASS A,DDOG,23804L103,1187,162903.88,0.93
2022-04-08,CTRU,ALLEGRO MICROSYSTEMS INC,ALGM,01749D105,6362,161658.42,0.92
2022-04-08,CTRU,BILL.COM HOLDINGS INC,BILL,090043100,788,162060.08,0.92
2022-04-08,CTRU,CHARGEPOINT HOLDINGS INC,CHPT,15961R105,9073,161499.40,0.92
2022-04-08,CTRU,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,2358,162324.72,0.92
2022-04-08,CTRU,AMKOR TECHNOLOGY INC,AMKR,031652100,8214,159433.74,0.91
2022-04-08,CTRU,CARDLYTICS INC,CDLX,14161W105,3232,160371.84,0.91
2022-04-08,CTRU,GATES INDUSTRIAL CORP PLC,GTES,G39108108,12011,159746.30,0.91
2022-04-08,CTRU,ENTEGRIS INC,ENTG,29362U104,1370,157193.80,0.90
2022-04-08,CTRU,NVIDIA CORP,NVDA,67066G104,653,158078.24,0.90
2022-04-08,CTRU,MAXLINEAR INC,MXL,57776J100,3057,149487.30,0.85
2022-04-08,CTRU,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,29949,29949.27,0.17
