date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-08,PRNT,EXCO TECHNOLOGIES LTD,XTC,2325392,465377,3364527.45,1.20
2022-04-08,PRNT,KAISER ALUMINUM CORP,KALU,483007704,36199,3304244.72,1.18
2022-04-08,PRNT,GENERAL ELECTRIC CO,GE,369604301,36935,3304205.10,1.18
2022-04-08,PRNT,ARCONIC CORP,ARNC,03966V107,113307,2850804.12,1.02
2022-04-08,PRNT,SIEMENS AG-REG,SIE,5727973,21829,2752150.95,0.98
2022-04-08,PRNT,MICHELIN (CGDE),ML,4588364,21051,2657266.76,0.95
2022-04-08,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,355288,2585987.05,0.92
2022-04-08,PRNT,MASSIVIT 3D PRINTING TECHNOL,MSVT,BN10861,345461,1575451.37,0.56
2022-04-08,PRNT,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1434003,1434003.19,0.51
2022-04-08,PRNT,EASTMAN KODAK CO,KODK,277461406,81536,549552.64,0.20
2022-04-08,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,16821,465437.07,0.17
2022-04-08,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,11368,460858.72,0.16
2022-04-08,PRNT,HEXCEL CORP,HXL,428291108,6224,344747.36,0.12
2022-04-08,PRNT,5N PLUS INC,VNP,B2B3VZ3,178098,335339.84,0.12
2022-04-08,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,4309,300380.39,0.11
2022-04-08,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,2792,298632.32,0.11
2022-04-08,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,134107,295127.03,0.11
2022-04-08,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,1679,296825.66,0.11
2022-04-08,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,15193,294440.34,0.11
2022-04-08,PRNT,3M CO,MMM,88579Y101,1972,295701.40,0.11
2022-04-08,PRNT,TORAY INDUSTRIES INC,3402,6897143,53925,267765.22,0.10
2022-04-08,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,10299,272885.71,0.10
2022-04-08,PRNT,SANDVIK AB,SAND,B1VQ252,12591,256843.76,0.09
2022-04-08,PRNT,ARKEMA,AKE,B0Z5YZ2,2274,263806.25,0.09
2022-04-08,PRNT,SGL CARBON SE,SGL,4818351,43948,242257.53,0.09
2022-04-08,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,3880,251509.21,0.09
2022-04-08,PRNT,VOESTALPINE AG,VOE,4943402,9001,234676.79,0.08
2022-04-08,PRNT,GREAT BRITISH POUND,,GBP,0,0.31,0.00
