symbol,name,percent,shares,fund
SWN,Southwestern Energy Company,15.42,N/A,PSCE
OII,Oceaneering International,2.83,N/A,PSCE
NBR,Nabors Industries,2.32,N/A,PSCE
RES,RPC Inc,1.47,N/A,PSCE
HLX,Helix Energy Solutions Group,1.33,N/A,PSCE
REX,Rex American Resources Corp,0.89,N/A,PSCE
OIS,Oil States International,0.80,N/A,PSCE
