date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-08,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,55566,2333772.00,1.48
2022-04-08,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,1113434,2304808.38,1.46
2022-04-08,IZRL,MALAM - TEAM LTD,MLTM,6875923,76470,2291391.02,1.45
2022-04-08,IZRL,COLLPLANT BIOTECHNOLOGIES LT,CLGN UQ,M2R51X116,228657,2293429.71,1.45
2022-04-08,IZRL,WALKME LTD,WKME,M97628107,150944,2244537.28,1.42
2022-04-08,IZRL,NOVA LTD,NVMI,M7516K103,21568,2226896.00,1.41
2022-04-08,IZRL,NICE LTD - SPON ADR,NICE,653656108,9964,2193574.60,1.39
2022-04-08,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,85576,2192457.12,1.39
2022-04-08,IZRL,AUDIOCODES LTD,AUDC,M15342104,86572,2177285.80,1.38
2022-04-08,IZRL,CAMTEK LTD,CAMT,M20791105,68281,2178163.90,1.38
2022-04-08,IZRL,SILICOM LTD,SILC,M84116108,58175,2172254.50,1.37
2022-04-08,IZRL,COMPUGEN LTD,CGEN,M25722105,698280,2171650.80,1.37
2022-04-08,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,861798,2145877.02,1.36
2022-04-08,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,30639,2109188.76,1.33
2022-04-08,IZRL,SIMILARWEB LTD,SMWB,M84137104,159540,2075615.40,1.31
2022-04-08,IZRL,INMODE LTD,INMD,M5425M103,57085,2020809.00,1.28
2022-04-08,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,25746,2022863.22,1.28
2022-04-08,IZRL,ALLOT LTD,ALLT,M0854Q105,252341,2018728.00,1.28
2022-04-08,IZRL,TABOOLA.COM LTD,TBLA,M8744T106,423119,2001352.87,1.27
2022-04-08,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,34428,1978026.89,1.25
2022-04-08,IZRL,ARBE ROBOTICS LTD,ARBE,M1R95N100,269401,1926217.15,1.22
2022-04-08,IZRL,WIX.COM LTD,WIX,M98068105,19822,1913615.88,1.21
2022-04-08,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,11224,1826593.44,1.16
2022-04-08,IZRL,IRONSOURCE LTD-A,IS,M5R75Y101,388040,1823788.00,1.15
2022-04-08,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,11974,1739103.76,1.10
2022-04-08,IZRL,GENCELL LTD,GNCL,BMFKMY6,792453,1738314.05,1.10
2022-04-08,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,214241,1604665.09,1.02
2022-04-08,IZRL,AUGWIND ENERGY TECH STORAGE,AUGN,B290CJ7,211610,1558194.39,0.99
2022-04-08,IZRL,NAYAX LTD,NYAX,BMXT7N9,820601,1421767.43,0.90
2022-04-08,IZRL,REE AUTOMOTIVE LTD - CLASS A,REE,M8287R103,579683,1165162.83,0.74
2022-04-08,IZRL,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,882859,882859.34,0.56
2022-04-08,IZRL,ISRAELI SHEKEL,,ILS,26213,8110.22,0.01
2022-04-08,IZRL,POLYPID LTD,PYPD,M8001Q118,1060,5967.80,0.00
2022-04-08,IZRL,MEDIWOUND LTD,MDWD,M68830104,2024,4351.60,0.00
2022-04-08,IZRL,ENTERA BIO LTD,ENTX,M40527109,1744,4464.64,0.00
2022-04-08,IZRL,CHEMOMAB THERAPEUTICS LTD,CMMB,16385C104,792,3381.84,0.00
2022-04-08,IZRL,INTERCURE LTD,INCR,B23SD94,257,1706.56,0.00
