date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-04,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,28037,"$3,853,405.28",1.31
2022-04-04,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,17934,"$3,705,881.76",1.26
2022-04-04,PRNT,KAISER ALUMINUM CORP,KALU,483007704,36199,"$3,428,769.28",1.17
2022-04-04,PRNT,GENERAL ELECTRIC CO,GE,369604301,36935,"$3,416,118.15",1.16
2022-04-04,PRNT,EXCO TECHNOLOGIES LTD,XTC,2325392,465377,"$3,387,873.16",1.15
2022-04-04,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,82739,"$3,326,107.80",1.13
2022-04-04,PRNT,SHAPEWAYS HOLDINGS INC,SHPW,81947T102,1367451,"$3,090,439.26",1.05
2022-04-04,PRNT,SIEMENS AG-REG,SIE,5727973,21829,"$3,055,452.29",1.04
2022-04-04,PRNT,ARCONIC CORP,ARNC,03966V107,113307,"$2,983,373.31",1.02
2022-04-04,PRNT,MICHELIN (CGDE),ML,4588364,21051,"$2,869,808.66",0.98
2022-04-04,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,355288,"$2,859,962.83",0.97
2022-04-04,PRNT,MASSIVIT 3D PRINTING TECHNOL,MSVT,BN10861,345461,"$1,636,734.70",0.56
2022-04-04,PRNT,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1533194,"$1,533,193.55",0.52
2022-04-04,PRNT,EASTMAN KODAK CO,KODK,277461406,81536,"$512,861.44",0.17
2022-04-04,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,11368,"$492,802.80",0.17
2022-04-04,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,16821,"$454,167.00",0.15
2022-04-04,PRNT,HEXCEL CORP,HXL,428291108,6224,"$373,315.52",0.13
2022-04-04,PRNT,5N PLUS INC,VNP,B2B3VZ3,178098,"$335,872.85",0.11
2022-04-04,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,134107,"$318,281.76",0.11
2022-04-04,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,2792,"$310,972.96",0.11
2022-04-04,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,4309,"$322,097.75",0.11
2022-04-04,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,15193,"$303,404.21",0.10
2022-04-04,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,1679,"$299,655.81",0.10
2022-04-04,PRNT,3M CO,MMM,88579Y101,1972,"$295,188.68",0.10
2022-04-04,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,10299,"$286,039.09",0.10
2022-04-04,PRNT,SANDVIK AB,SAND,B1VQ252,12591,"$274,651.13",0.09
2022-04-04,PRNT,TORAY INDUSTRIES INC,3402,6897143,53925,"$278,370.84",0.09
2022-04-04,PRNT,ARKEMA,AKE,B0Z5YZ2,2274,"$272,323.29",0.09
2022-04-04,PRNT,SGL CARBON SE,SGL,4818351,43948,"$276,501.76",0.09
2022-04-04,PRNT,VOESTALPINE AG,VOE,4943402,9001,"$268,285.84",0.09
2022-04-04,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,3880,"$258,900.99",0.09
2022-04-04,PRNT,GREAT BRITISH POUND,,GBP,0,$0.31,0.00
