date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-04,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,4477101,"$338,513,606.61",8.89
2022-04-04,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3888265,"$286,837,309.05",7.53
2022-04-04,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,6121584,"$238,129,617.60",6.25
2022-04-04,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,4414321,"$182,399,743.72",4.79
2022-04-04,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,8315581,"$153,838,248.50",4.04
2022-04-04,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,1817120,"$138,337,345.60",3.63
2022-04-04,ARKG,CAREDX INC,CDNA,14167L103,3480324,"$135,663,029.52",3.56
2022-04-04,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,1954146,"$129,266,757.90",3.39
2022-04-04,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2094248,"$125,550,167.60",3.30
2022-04-04,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12558436,"$119,053,973.28",3.13
2022-04-04,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,2220351,"$117,478,771.41",3.09
2022-04-04,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,7649902,"$112,683,056.46",2.96
2022-04-04,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,417563,"$111,134,392.45",2.92
2022-04-04,ARKG,INCYTE CORP,INCY,45337C102,1251432,"$100,039,474.08",2.63
2022-04-04,ARKG,SCHRODINGER INC,SDGR,80810D103,2811577,"$100,064,025.43",2.63
2022-04-04,ARKG,ACCOLADE INC,ACCD,00437E102,4815061,"$90,908,351.68",2.39
2022-04-04,ARKG,CODEXIS INC,CDXS,192005106,3911453,"$85,621,706.17",2.25
2022-04-04,ARKG,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,17655795,"$74,154,339.00",1.95
2022-04-04,ARKG,SOMALOGIC INC,SLGC,83444K105,9068057,"$71,909,692.01",1.89
2022-04-04,ARKG,UIPATH INC - CLASS A,PATH,90364P105,3217880,"$71,372,578.40",1.87
2022-04-04,ARKG,908 DEVICES INC,MASS,65443P102,3455108,"$71,209,775.88",1.87
2022-04-04,ARKG,1LIFE HEALTHCARE INC,ONEM,68269G107,5954643,"$70,264,787.40",1.85
2022-04-04,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2365746,"$68,393,716.86",1.80
2022-04-04,ARKG,VERACYTE INC,VCYT,92337F107,2004965,"$58,184,084.30",1.53
2022-04-04,ARKG,QUANTUM-SI INC,QSI,74765K105,11285360,"$55,298,264.00",1.45
2022-04-04,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,248533,"$53,872,013.08",1.41
2022-04-04,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,1161021,"$53,383,745.58",1.40
2022-04-04,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,3014095,"$51,571,165.45",1.35
2022-04-04,ARKG,INVITAE CORP,NVTA,46185L103,5611752,"$47,531,539.44",1.25
2022-04-04,ARKG,PERSONALIS INC,PSNL,71535D106,5143334,"$44,901,305.82",1.18
2022-04-04,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,544960,"$44,207,155.20",1.16
2022-04-04,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,2853954,"$41,382,333.00",1.09
2022-04-04,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,57199,"$39,743,581.17",1.04
2022-04-04,ARKG,PFIZER INC,PFE,717081103,753497,"$38,857,840.29",1.02
2022-04-04,ARKG,VERVE THERAPEUTICS INC,VERV,92539P101,1674014,"$37,682,055.14",0.99
2022-04-04,ARKG,BURNING ROCK BIOTECH LTD-ADR,BNR,12233L107,3493588,"$35,983,956.40",0.94
2022-04-04,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,7283812,"$34,161,078.28",0.90
2022-04-04,ARKG,BERKELEY LIGHTS INC,BLI,084310101,3385383,"$24,814,857.39",0.65
2022-04-04,ARKG,CERUS CORP,CERS,157085101,4355750,"$24,697,102.50",0.65
2022-04-04,ARKG,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,24430756,"$24,430,755.50",0.64
2022-04-04,ARKG,DYNAMICS SPECIAL PURPOSE C-A,DYNS,268010105,2261411,"$22,365,354.79",0.59
2022-04-04,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,2805336,"$21,573,033.84",0.57
2022-04-04,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,5343116,"$15,334,742.92",0.40
2022-04-04,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,522080,"$10,556,457.60",0.28
2022-04-04,ARKG,COMPUGEN LTD,CGEN,M25722105,3187506,"$10,518,769.80",0.28
2022-04-04,ARKG,ZYMERGEN INC,ZY,98985X100,3114077,"$8,999,682.53",0.24
2022-04-04,ARKG,ATAI LIFE SCIENCES NV,ATAI UQ,N0731H103,1661382,"$8,838,552.24",0.23
2022-04-04,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,388691,"$5,422,239.45",0.14
2022-04-04,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,201189,"$746,411.19",0.02
