date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-04,ARKK,TESLA INC,TSLA,88160R101,1088058,"$1,180,096,826.22",9.67
2022-04-04,ARKK,TELADOC HEALTH INC,TDOC,87918A105,11016215,"$812,666,180.55",6.66
2022-04-04,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4242938,"$793,259,688.48",6.50
2022-04-04,ARKK,ROKU INC,ROKU,77543R102,6191497,"$777,404,363.32",6.37
2022-04-04,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,6353638,"$749,856,356.76",6.15
2022-04-04,ARKK,BLOCK INC,SQ,852234103,5051446,"$674,974,214.52",5.53
2022-04-04,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,8407608,"$635,699,240.88",5.21
2022-04-04,ARKK,UNITY SOFTWARE INC,U,91332U101,5838968,"$577,590,714.56",4.73
2022-04-04,ARKK,TWILIO INC - A,TWLO,90138F102,3096961,"$524,934,889.50",4.30
2022-04-04,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3175518,"$488,077,116.60",4.00
2022-04-04,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,5808210,"$442,179,027.30",3.62
2022-04-04,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6189587,"$409,441,180.05",3.36
2022-04-04,ARKK,UIPATH INC - CLASS A,PATH,90364P105,17477395,"$387,648,621.10",3.18
2022-04-04,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,6022434,"$361,044,918.30",2.96
2022-04-04,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,475549,"$329,555,457.00",2.70
2022-04-04,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,14637067,"$278,836,126.35",2.29
2022-04-04,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6229863,"$257,417,939.16",2.11
2022-04-04,ARKK,PAGERDUTY INC,PD,69553P100,7253880,"$248,227,773.60",2.03
2022-04-04,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,18294718,"$246,978,693.00",2.02
2022-04-04,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,11651611,"$215,554,803.50",1.77
2022-04-04,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2430483,"$197,160,780.96",1.62
2022-04-04,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,4043393,"$186,076,945.86",1.53
2022-04-04,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,39368784,"$165,348,892.80",1.36
2022-04-04,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2858515,"$151,244,028.65",1.24
2022-04-04,ARKK,INVITAE CORP,NVTA,46185L103,17308016,"$146,598,895.52",1.20
2022-04-04,ARKK,VERACYTE INC,VCYT,92337F107,4947240,"$143,568,904.80",1.18
2022-04-04,ARKK,SEA LTD-ADR,SE,81141R100,1131142,"$136,981,296.20",1.12
2022-04-04,ARKK,STRATASYS LTD,SSYS,M85548101,4837067,"$123,490,320.51",1.01
2022-04-04,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12543376,"$118,911,204.48",0.97
2022-04-04,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,8359858,"$99,733,105.94",0.82
2022-04-04,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,3952081,"$78,804,495.14",0.65
2022-04-04,ARKK,2U INC,TWOU,90214J101,5741062,"$77,504,337.00",0.64
2022-04-04,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,67868413,"$67,868,413.33",0.56
2022-04-04,ARKK,CERUS CORP,CERS,157085101,10387968,"$58,899,778.56",0.48
2022-04-04,ARKK,BERKELEY LIGHTS INC,BLI,084310101,4862601,"$35,642,865.33",0.29
2022-04-04,ARKK,COMPUGEN LTD,CGEN,M25722105,5953649,"$19,647,041.70",0.16
