date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-05,IZRL,PRIORTECH LTD,PRTC,6677776,77137,"$2,477,659.59",1.51
2022-04-05,IZRL,WALKME LTD,WKME,M97628107,150944,"$2,442,273.92",1.49
2022-04-05,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,30639,"$2,451,426.39",1.49
2022-04-05,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,1113434,"$2,405,017.44",1.47
2022-04-05,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,55566,"$2,393,227.62",1.46
2022-04-05,IZRL,NOVA LTD,NVMI,M7516K103,21568,"$2,366,872.32",1.44
2022-04-05,IZRL,KAMADA LTD,KMDA,B0L2CR5,421241,"$2,348,766.36",1.43
2022-04-05,IZRL,CAMTEK LTD,CAMT,M20791105,68281,"$2,342,721.11",1.43
2022-04-05,IZRL,COMPUGEN LTD,CGEN,M25722105,698280,"$2,325,272.40",1.42
2022-04-05,IZRL,MALAM - TEAM LTD,MLTM,6875923,76470,"$2,326,746.47",1.42
2022-04-05,IZRL,NICE LTD - SPON ADR,NICE,653656108,9964,"$2,319,918.12",1.41
2022-04-05,IZRL,AUDIOCODES LTD,AUDC,M15342104,86572,"$2,301,083.76",1.40
2022-04-05,IZRL,SILICOM LTD,SILC,M84116108,58175,"$2,288,022.75",1.39
2022-04-05,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,85576,"$2,261,773.68",1.38
2022-04-05,IZRL,SIMILARWEB LTD,SMWB,M84137104,159540,"$2,247,918.60",1.37
2022-04-05,IZRL,TABOOLA.COM LTD,TBLA,M8744T106,423119,"$2,250,993.08",1.37
2022-04-05,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,25746,"$2,231,405.82",1.36
2022-04-05,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,861798,"$2,223,438.84",1.35
2022-04-05,IZRL,ALLOT LTD,ALLT,M0854Q105,252341,"$2,170,132.60",1.32
2022-04-05,IZRL,WIX.COM LTD,WIX,M98068105,19822,"$2,170,310.78",1.32
2022-04-05,IZRL,INMODE LTD,INMD,M5425M103,57085,"$2,137,833.25",1.30
2022-04-05,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,11974,"$2,105,029.20",1.28
2022-04-05,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,34428,"$2,049,554.12",1.25
2022-04-05,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,11224,"$2,015,398.76",1.23
2022-04-05,IZRL,IRONSOURCE LTD-A,IS,M5R75Y101,388040,"$1,940,200.00",1.18
2022-04-05,IZRL,ARBE ROBOTICS LTD,ARBE,M1R95N100,269401,"$1,885,807.00",1.15
2022-04-05,IZRL,GENCELL LTD,GNCL,BMFKMY6,792453,"$1,705,156.61",1.04
2022-04-05,IZRL,AUGWIND ENERGY TECH STORAGE,AUGN,B290CJ7,211610,"$1,612,134.69",0.98
2022-04-05,IZRL,NAYAX LTD,NYAX,BMXT7N9,820601,"$1,488,326.14",0.91
2022-04-05,IZRL,REE AUTOMOTIVE LTD - CLASS A,REE,M8287R103,579683,"$1,165,162.83",0.71
2022-04-05,IZRL,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,901266,"$901,266.12",0.55
2022-04-05,IZRL,POLYPID LTD,PYPD,M8001Q118,1060,"$5,872.40",0.00
2022-04-05,IZRL,MEDIWOUND LTD,MDWD,M68830104,2024,"$4,048.00",0.00
2022-04-05,IZRL,ENTERA BIO LTD,ENTX,M40527109,1744,"$4,673.92",0.00
2022-04-05,IZRL,INTERCURE LTD,INCR,B23SD94,257,"$1,821.15",0.00
2022-04-05,IZRL,CHEMOMAB THERAPEUTICS LTD,CMMB,16385C104,792,"$3,864.96",0.00
