date,fund,company,ticker,cusip,shares,market value ($),weight (%)
2022-04-07,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,25746,2050668.90,1.29
2022-04-07,IZRL,ALLOT LTD,ALLT,M0854Q105,252341,1993493.90,1.25
2022-04-07,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,34428,1967831.78,1.24
2022-04-07,IZRL,WIX.COM LTD,WIX,M98068105,19822,1964360.20,1.24
2022-04-07,IZRL,IRONSOURCE LTD-A,IS,M5R75Y101,388040,1835429.20,1.15
2022-04-07,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,11224,1833964.23,1.15
2022-04-07,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,11974,1791909.10,1.13
2022-04-07,IZRL,GENCELL LTD,GNCL,BMFKMY6,792453,1698498.94,1.07
2022-04-07,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,214241,1604665.09,1.01
2022-04-07,IZRL,AUGWIND ENERGY TECH STORAGE,AUGN,B290CJ7,211610,1539565.23,0.97
2022-04-07,IZRL,NAYAX LTD,NYAX,BMXT7N9,820601,1481774.72,0.93
2022-04-07,IZRL,REE AUTOMOTIVE LTD - CLASS A,REE,M8287R103,579683,1153569.17,0.73
2022-04-07,IZRL,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,925854,925854.38,0.58
2022-04-07,IZRL,POLYPID LTD,PYPD,M8001Q118,1060,5734.60,0.00
2022-04-07,IZRL,MEDIWOUND LTD,MDWD,M68830104,2024,4128.96,0.00
2022-04-07,IZRL,ENTERA BIO LTD,ENTX,M40527109,1744,4761.12,0.00
2022-04-07,IZRL,INTERCURE LTD,INCR,B23SD94,257,1760.28,0.00
2022-04-07,IZRL,CHEMOMAB THERAPEUTICS LTD,CMMB,16385C104,792,3437.28,0.00
